PJ334573;LAGARDA BOTIN;JOAQUIN ARMANDO;H;20;186;105;Grado en Lenguas Modernas y sus Literaturas;3
VR212534;GARAIKOETXEA EL ASRI;ELI;H;25;174;72;Grado en Bioquímica y Ciencias Biomédicas;1
EZ710259;ALLOUCH OYAGUE;ALYSON;M;25;200;49;Grado en Relaciones Laborales y Recursos Humanos;4
LX846442;AROCENA MAHJOUBI;ANA MARIA JESUS;M;24;197;71;Grado en Nutrición Humana y Dietética;3
NB547664;SOLCHAGA ADAMS;MARIE PIERRE;M;22;152;93;Grado en Administración y Dirección de Empresas (ADE);2
OK703868;PEDRA CACHINERO;KARLA CRISTINA;M;19;159;90;Grado en Matemáticas;1
JS695354;TOBAL RENGIFO;MILAGROS ROSARIO;M;23;149;71;Grado en Estudios Hispánicos;1
NH762877;BENDALA PARRIEGO;MERCEDES CONCEPCION;M;20;180;93;Grado en Óptica y Optometría;1
LG974672;BARBEITOS MARTINO;SILVIU MIHAI;H;25;178;59;Grado en Economía;1
QW633387;GALAR ROBU;CARMEN LARA;M;21;160;58;Grado en Traducción y Mediación Interlingüística: Francés;4
YY844045;EPURE TEJERIA;CARMEN ELISABET;M;22;156;94;Grado en Historia;4
TN425095;ARICETA TORRESCASANA;IULIANA ANDREEA;M;25;151;63;Grado en Trabajo Social;4
XU756609;FERRIZ DE TOMAS;ANNE MARGARET;M;21;196;58;Grado en Ingeniería Telemática;3
XK538772;CARTANA SALDANA;EVDOCHIA;M;24;149;62;Grado en Maestro/a en Educación Infantil;3
I39845;BETA ALBARRAL;MYRIAN BEATRIZ;M;34;155;65
FZ804912;JILALI CHAMARRO;LUIS EDUARDO;H;25;170;57;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;1
DS959365;AGUIRAN BUJOSA;ILDUARA;O;25;171;45;Grado en Óptica y Optometría;1
C28351;OTER LING;MARIA YESICA;M;26;192;101
PN350661;TOTORICA MANTECON;HERMENCINA;M;23;193;60;Doble Grado en Derecho y Criminología;2
HG782158;SABUGAL ANDONOVA;ILDIKO;M;23;189;64;Doble Grado en Derecho y Criminología;1
IU410433;VILAFRANCA PALONES;ARSALAN;H;20;163;89;Grado en Economía;1
W86896;NARCIANDI VIRTUS;SANDRA MONICA;M;55;175;72
P05456;YUS ALMENDROS;FERNANDO IGNACIO;H;40;142;45
SG471281;MOMPARLER OBRADOR;CRISTINA SOLEDAD;M;25;140;79;Grado en Periodismo;3
P22335;RIOBO FILGUEIRAS;ANDREA CATALINA;O;39;170;86
AJ390433;EL ATMANI MENOCAL;SUSANA MANUELA;M;23;158;104;Grado en Trabajo Social;4
D15427;BAQUEDANO SABATER;JOSE JENARO;H;35;180;86
B29544;LESENDE VILAGRASA;ALBA CAROLINA;M;42;143;104
XZ864367;BERLANAS MIAS;SANTIAGO PAUL;H;19;198;63;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;1
S72551;ESCARPA CHIVA;BRIAN WILLIAM;H;69;156;101
MP164134;MADRIDANO PARAFITA;ELENA OLGA;M;23;151;98;Doble Grado en Farmacia y Nutrición Humana y Dietética;1
Q16317;SANABRIA WAGGEH;LUIS VICENTE;H;30;159;75
X38833;CEJAS CORMENZANA;ANA PIEDAD;M;62;177;53
GY915198;VIVE DEL BARCO;DAN IULIAN;H;21;197;102;Grado en Sociología;4
A07623;LAMBARRI JOAN;BARBARA ANDREA;M;61;166;88
B15297;PASTELERO ARNOSO;PILAR VANESA;M;61;199;96
O43351;BASAGOITI MORENCOS;MARIO LUIS;H;66;197;104
LK299413;AIS GARCIA DE PAREDES;TANAUSU;H;22;169;90;Grado en Criminología;1
N39635;QUEJIDO ULLDEMOLINS;SERGIU DAN;H;40;167;58
T43520;PECERO VIVER;LAURA ROSA;O;66;142;83
QK333654;SABINO MOMOITIO;MAICON;H;22;154;61;Grado en Podología;2
OR569366;DIAZ FLORES ALVELO;JOSE INIGO;H;23;171;86;Grado en Psicología;3
WF215669;SARINENA MOSTEIRO;VLAD MIHAI;H;24;196;83;Grado en Ingeniería Telemática;2
R42988;EL MOUMNI RABAZO;ELENA DIANA;M;68;145;66
S23638;ARNAIZ MIHAILOV;PHILIPPA;M;47;152;64
IT546753;BUCK BIANCO;SARAH VICTORIA;M;23;143;71;Grado en Criminología;3
SR185973;DOVALO BAUZA;JOSEPH LOUIS;H;18;165;95;Doble Grado en Derecho y Criminología;3
KN373273;BOJOR FIERRO;GAUDELIA;M;23;179;66;Doble Grado en Turismo y ADE;3
KS391563;PRIBOI TARTILAN;YOLANDA VIRGINIA;M;18;147;81;Grado en Fisioterapia;2
GS630299;CARULLA PECI;ARTEMIZA;O;25;172;98;Grado en Ingeniería Electrónica de Telecomunicación;1
C36628;VARZARU BURRUECO;YVONE;O;68;155;56
GA101582;CIOCAN PREDA;HUSSEIN;H;23;193;94;90
NP504552;DORCA PRADILLO;LUTGARDO;H;25;141;50;Grado en Psicología;3
V53241;AZCONA TOSCANO;MANE;M;59;153;80
QC113921;EL HAMRAOUI VELLOSO;IOAN EUGEN;H;18;195;71;Grado en Medicina;2
EA102448;OSABA AMORES;ASENSI;H;20;143;65;Grado en Farmacia;3
P35149;BAQUE BARROT;FRANCISCO CANDIDO;H;69;141;84
U68031;LOPEZ LINARES BADOSA;GLADYS ESPERANZA;O;66;164;99
NL332791;CASCALLANA CABREJAS;UBALDA;M;18;196;79;Grado en Ingeniería Informática;4
RM699302;DURANTEZ ALZOLA;JEFRY;H;19;145;63;Grado en Biología;1
CG120883;CALAFELL BORONDO;MARIO GUSTAVO;H;23;191;83;Grado en Relaciones Laborales y Recursos Humanos;3
EF500864;LOPETEGUI POCH;AATIKA;M;19;146;71;Grado en Ciencias Políticas y de la Administración Pública;4
H87068;CARRATALA PERRONE;CARLOTA MARIA;M;27;174;78
YO381414;LEDE MANGA;ADRIANA JESUS;O;18;157;100;Grado en Ingeniería Electrónica de Telecomunicación;1
M75014;BASSI VILATA;SEBASTIANA;O;41;197;74
Z51172;AZCUNE AZNAREZ;SEBASTIAN MARTIN;H;45;153;77
G08837;GENCHEVA SIERRO;JOAN A;H;50;164;60
BJ468948;MARTIARENA AGUEROS;MIRIAN PILAR;M;23;180;94;Grado en Odontología;4
UG707719;LANSEROS LAGES;NURIA JOSEFA;M;18;148;79;Grado en Estudios Ingleses;4
IK150897;JAWO GUADALAJARA;CARMEN ANGELA;M;20;162;52;Grado en Ingeniería Telemática;1
L55499;JIA CLA;EDGAR RICARDO;H;51;193;45
NW162660;DROZD NUNEZ DE ARENAS;MARIANA ALINA;M;22;176;80;Grado en Matemáticas;2
L98846;VIGIOLA ROBLA;ANGELA PILAR;M;33;191;53
HF256048;SAKHI FORTEZA;GEOVANNI;H;22;197;58;Grado en Ciencias Políticas y de la Administración Pública;4
Y68959;REPISO MARTINEZ DE ANTONANA;ALEXIS SEBASTIAN;H;49;191;49
AW408357;PAULA PORTUGUES;MONICA MARGARITA;M;25;162;61;Grado en Ingeniería Electrónica Industrial;2
WF088604;SUEIRO URIONDO;RAMUTE;M;21;166;92;Grado en Biotecnología;1
U91109;TRONCHO LUKACS;MANUELA LUCIA;M;56;157;47
O72103;GRAN TURDA;ERIKA ALEJANDRA;M;41;197;61
SH586631;RETAMOSA PONTES;ARTURO RAFAEL;H;24;197;92;Grado en Trabajo Social;4
WO365602;QUISPE QUILUMBA;SIARA;M;23;147;79;Grado en Ingeniería Electrónica Industrial;4
E64183;ORJUELA TERCEIRO;SILMARA;M;64;186;85
PC436028;DE ANTON ANORO;MARIA ZOCUECA;M;23;178;62;Grado en Química;3
RC895085;RALUY BOVEDA;PAOLA MARCELA;M;22;194;76;Grado en Química;1
EZ856098;ALEIXANDRE MORATINOS;REDUAN;H;23;184;105;Grado en Física;2
Z99341;NAIMI HERVIAS;YASIR;H;55;155;97
NP473155;MUNAR BENDER;ANTONIO AMADEO;H;19;187;73;Grado en Enfermería;2
TU498528;MOON PEREZ DE LOS COBOS;IVANKA GEORGIEVA;M;24;181;47;Grado en Ciencia y Tecnología de los Alimentos;3
D28911;MAHMOOD TENESACA;DUMITRU BOGDAN;H;42;153;90
YI745782;GARRASTAZU LAZARO;EVARISTO MANUEL;H;24;140;83;Grado en Relaciones Laborales y Recursos Humanos;1
KK637373;CERETO BONANO;NAROA;M;18;197;53;Grado en Ingeniería Electrónica de Telecomunicación;2
GD406643;CISTERNAS VILLAGRA;ERIDANIA;M;21;150;99;Grado en Ingeniería Electrónica de Telecomunicación;4
UD541909;GOST ARMIJOS;RAUL CRISTIAN;H;18;168;77;Grado en Maestro/a en Educación Primaria;1
DR971530;JAQUETE TRUEBA;MIREN MAITE;M;23;145;74;Grado en Relaciones Laborales y Recursos Humanos;1
AN002424;AYELO ELEZGARAY;BOUABDALLAH;H;25;178;104;Grado en Farmacia;4
RD061522;AGINAGA BALAGUE;FREDY FERNANDO;H;21;159;76;Grado en Matemáticas;1
NR790134;LICERAS BONETE;ROSA YOLANDA;M;24;147;45;Grado en Ciencia y Tecnología de los Alimentos;4
KJ635123;LAPIDO TORRALBO;HELENA CARMEN;M;23;140;92;Grado en Ingeniería Multimedia;4
RL257347;ESTRADE HARO;RUBEN FRANCISCO;H;23;190;51;Doble Grado en Farmacia y Nutrición Humana y Dietética;1
FC342704;LAPORTA MANCLUS;AMALFI;M;21;165;93;Grado en Información y Documentación;4
KJ217604;CABIECES SEVILLA;HAROLDO;H;19;160;79;Grado en Odontología;1
M80634;EIXEA CUCHARERO;GILLIAN MARY;O;63;173;95
OS817250;TABOADA MORELLON;DAVID GEOFFREY;H;19;182;45;Grado en Ingeniería Electrónica de Telecomunicación;2
ZP646608;SANCHEZ MIGUEL ALBUIXECH;OSMANY;H;19;200;52;Grado en Ingeniería Informática;3
HJ639787;MEIJUEIRO RARO;VERONICA NATALIA;M;20;169;56;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;3
MO509607;RELANO MUNOZ TORRERO;MIREYA ALEXANDRA;M;18;151;88;Grado en Biología;1
VU357688;SACA OSTO;MANSOUR;H;23;172;98;Grado en Traducción y Mediación Interlingüística: Alemán;2
VC596466;SAMARTINO MOMBLONA;FLORENCIO FRANCISCO;H;25;161;84;Grado en Filosofía;3
U18850;RUIZ DE GOPEGUI POLEO;BLANCA LILIA;M;60;199;67
H83212;AMZA DAHHOU;NARCISO MANUEL;H;42;154;83
LZ109053;ESCAYOLA FULLEDA;RAFAELA PILAR;M;21;140;77;Grado en Odontología;4
GO395666;TIHOMIROVA OSADO;ORLANDO JESUS;H;23;161;73;Grado en Criminología;4
AL175242;MACEIRA PALACIO;MICHELINA;M;18;163;102;Grado en Química;2
SZ939414;CABASES ESTACIO;ANDRES DARIO;H;21;176;50;Grado en Traducción y Mediación Interlingüística: Alemán;2
U44378;VILALTA ARTIGUES;SACHA;M;38;149;49
J64692;REN BENJUMEA;ELENA RAQUEL;M;32;151;105
BH245290;GUZMAN IMEDIO;YADIRA ELIZABETH;M;18;176;74;Grado en Óptica y Optometría;3
IC858059;DRIOUCH ARAKELYAN;JESSICA JACQUELINE;M;21;178;69;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;2
OO371481;FANG ROVIROSA;NATALIA ALEJANDRA;M;23;186;70;Grado en Negocios Internacionales;4
YE966601;GARONA BURCIU;BIANCA DENISA;M;25;177;61;Grado en Comunicación Audiovisual;2
JV275751;MIJANCOS ARBELAEZ;MAUREEN ANNE;M;23;143;98;Grado en Filología Catalana;1
QM792196;USTRELL BANOL;ALEJANDRO HECTOR;H;19;156;68;Grado en Filología Catalana;2
TK190418;ESPEJO LAVIN;JUAQUIN;H;22;183;66;Grado en Educación Social;1
H86973;JARONES CASIMIRO;TOMASZ MARCIN;H;68;161;79
GJ804557;NEDELCHEVA OLEGARIO;JETZABEL;M;25;143;96;Grado en Ingeniería Informática;4
NC323962;TERRIZA GASALLA;DAYANI;M;23;166;82;Grado en Ciencias Ambientales;4
CU199313;RAEZ ASIAIN;SULEIMAN;H;21;188;79;Grado en Finanzas y Contabilidad;2
US314164;PADUA KARROUCHI;PATRICIA DOLORES;M;25;186;76;Grado en Periodismo;1
N57915;SISO PEREZ DE MENDIGUREN;DIEGO MAURICIO;H;25;153;54
J81682;SAINZ ROZAS ANTONOV;FLORENTINA GABRIELA;M;69;141;88
EO208487;LEHMANN ANGORRILLA;PATRICIO LUIS;H;22;159;58;Grado en Estudios Hispánicos;1
YF621748;PINSACH GUIL;CAROLYN JANE;M;23;177;93;Grado en Filología Catalana;4
XU976854;MLADENOVA VERDEJO;MARIA TEODOSIA;O;24;186;90;Grado en Psicología;4
NW576767;ASWANI ROMO;SOUHAILA;M;23;160;77;Grado en Biotecnología;1
IQ718964;GOLBANO LATRE;AMBAR;M;23;163;97;Grado en Economía;4
HA751549;GURRUCHAGA TECEDOR;CRAIG JOHN;H;23;199;88;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;1
R60811;JAITEH PINERA;PAULA FLORENCIA;M;65;191;78
S57712;SALCES CASCADO;JOSEFA SONIA;M;42;190;72
S20429;ANSALDO BASUALDO;AXEL GABRIEL;H;34;168;77
JU163787;PARETA BARAZON;NANCY;M;21;192;57;Grado en Relaciones Laborales y Recursos Humanos;4
QK852261;ANSOTEGUI CASTELLNOU;JORGE ENRIQUE;H;19;151;80;Grado en Ciencias Políticas y de la Administración Pública;1
IL759491;LIJERON ORCAJADA;CATALINA CRISTINA;M;18;174;72;Grado en Relaciones Laborales y Recursos Humanos;2
H00216;CONSTANTINESCU VILLALIBRE;MARIO ISRAEL;H;32;184;62
TX223408;ORO CERECEDA;DAYANA LIZBETH;M;23;161;95;Grado en Traducción y Mediación Interlingüística: Inglés;4
J42502;OLTEAN ARRARTE;LOGAN;H;48;154;70
QB072451;GANDARIAS CHOI;VICENTA ROSA;O;19;163;68;Grado en Enfermería;4
TK851992;SERRANO ROSAGRO;BALTASARA;M;24;148;56;Grado en Filosofía;1
JG322452;SCRIDON GUNA;MARIO LORENZO;H;20;145;104;Grado en Turismo;1
JB544385;MARTIN LOECHES PENSADO;HECTOR RICARDO;H;25;198;51;Doble Grado en Derecho y Ciencias Políticas y de la Administración Pública;2
TV727400;MUSTAPHA BARAGANO;PAULA MARCELA;M;25;163;93;Grado en Historia del Arte;1
G98760;BATLLO LLORIS;CIRCUNCISION;M;54;163;103
WS329183;MELONES TREMINO;INGA;M;22;164;82;Grado en Ingeniería Electrónica Industrial;4
I26639;BASELGA LEBRATO;OSCAR ISMAEL;H;47;188;102
KC217373;ESCANUELA RICOY;MARIA ESPERANZA;M;24;146;88;Grado en Estudios Ingleses;2
PS183475;O'DONNELL ROSAURO;JUNYU;H;25;176;79;Grado en Bioquímica y Ciencias Biomédicas;1
KY893655;SIBINA ESTEFANELL;AMELIA ISABEL;M;22;164;52;Grado en Ingeniería Electrónica Industrial;2
RW254278;BLANCA ALBIOL;DANNY SANTIAGO;H;22;158;72;Grado en Criminología;1
UX766709;FOMBELLIDA LOU;BELINDA ISABEL;M;18;174;84;Grado en Ingeniería Multimedia;1
T38589;BOUZIANI MERCE;MARIA PEREGRINA;O;43;196;87
K96637;MENG CHILAH;ANGELA MARGARET;O;39;150;91
UQ099851;ARANCON MESAS;EDUARDO MATIAS;H;23;140;58;Grado en Geografía y Medio Ambiente;3
W31242;CANTENYS HASSOUN;JAVIER IGNACIO;H;32;164;60
W85940;BONDAR MAMADOU;INES CAROLINA;M;55;147;54
IW130504;FRAJ SAINZ MAZA;SAGRARIO PILAR;O;22;153;62;Grado en Trabajo Social;1
GW972274;ROJA ARGUMOSA;BALDE;H;18;175;89;Grado en Maestro/a en Educación Primaria;4
HV870873;APEZTEGUIA PIE;PETER HEINZ;H;21;149;80;Grado en Traducción y Mediación Interlingüística: Francés;3
GB923864;MARCILLA ZUBIATE;CHEN;H;22;148;97;Doble Grado en Derecho y Criminología;1
O50597;DOLADER CIA;PETER GORDON;H;35;184;72
MF054515;AUBERT ZEPEDA;ANTHONY JOSUE;H;20;159;45;Grado en Comunicación Audiovisual;2
WY728856;JAURRIETA SORROSAL;TONKA;O;20;197;93;Grado en Traducción y Mediación Interlingüística: Inglés;1
CH956832;CARTON BUXO;SOFIA ESTHER;M;20;153;59;Grado en Información y Documentación;1
PU935279;GALILEA FAR;JAKOB;H;25;181;85;Grado en Logopedia;3
TJ142680;EBRI ARAYA;ANDREW PAUL;H;22;163;68;Grado en Lenguas Modernas y sus Literaturas;2
MA602278;SIMION RIVODIGO;JOEL CARLOS;H;24;158;57;Grado en Matemáticas;2
C50944;MANAS HERMOSIN;MARIA EUSEBIA;M;38;199;93
M44200;MERCANT ARCINIEGA;JOAQUIN IGNACI;H;40;146;58
LL780164;SUMBA HINCHADO;ILUMINADA MARIA;M;20;143;53;Grado en Estudios Hispánicos;4
YA133521;FLORENCIO RIAD;SEPPO JUHANI;H;25;195;55;Grado en Negocios Internacionales;1
TF984408;BOUNOUA FRANZON;VASILE MARIUS;H;24;167;95;Grado en Filología Clásica;2
EG652817;LIMPIAS MECINAS;JULY;M;19;170;67;Grado en Administración y Dirección de Empresas (ADE);1
T96556;GABIRONDO RIBES;GUIDO FERNANDO;H;62;151;55
SS524323;TINCA LOPEZ BRAVO;VERONICA MAGDALENA;M;18;200;47;Grado en Óptica y Optometría;1
SX620279;DIAZ DE GARAYO ARNEDILLO;ELIZETE;M;22;168;94;Grado en Odontología;4
AN517087;PUICA AZOGUE;TEBA;M;21;154;71;Grado en Maestro/a en Educación Infantil;3
BO526719;PAULET HUTCHINSON;MARIA BALTASARA;M;19;174;48;Grado en Enfermería;4
E62411;BERNALDO DE QUIROS MARTINEZ DE SALINAS;LINUS;H;33;198;103
JI336798;DEL ORO ZABALZA;ANDRES GUILLERMO;H;19;151;64;Grado en Economía;3
YN146020;TEXIDO DONNELLY;FANKA;M;20;182;71;Grado en Ciencias Gastronómicas;4
PE318753;MENES GOZALVEZ;JUSTIN ALEXANDER;H;24;191;82;Grado en Derecho;3
C79247;DIAB EZEQUIEL;SADDIK;H;42;193;51
RC939105;SAUCE MATADOR;DAVID LUIS;H;18;182;67;Grado en Negocios Internacionales;1
RE778647;DOMEQUE HENDRIKS;LEONOR ANGELES;M;22;198;94;Grado en Psicología;3
UR006779;FREIJEDO BARRIGON;MANJINDER;M;20;168;77;Grado en Biología;2
P69792;GERTRUDIX ECHALECU;DEBORA CARMEN;M;60;142;90
BJ734082;HAMMADI BRASO;JERONIMO MIGUEL;H;25;199;102;Grado en Comunicación Audiovisual;1
J08546;GACIO SABUCEDO;MARIUS;H;38;146;47
IA104800;NAVEIRO ARSUAGA;LIVIA ELENA;M;23;185;72;Grado en Ingeniería Multimedia;3
XD147631;NINO CADAVEIRA;ANGEL MARIA;H;25;151;103;Grado en Historia;1
M90208;ROSCA NAVAJO;TERENCE DAVID;H;43;173;63
NT718774;MASGORET RASTROJO;LUIS PEDRO;H;22;161;55;Grado en Administración y Dirección de Empresas (ADE);2
DX598356;MONTESINO MEMBRILLO;MARIA SERENA;M;18;192;60;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;4
SE431872;SURROCA BURITICA;GLADYS ALICIA;M;24;187;47;Grado en Logopedia;4
TK913736;REIRIZ SERRULLA;NACHO;H;19;185;79;Grado en Ingeniería Electrónica de Telecomunicación;4
QJ910866;LOSHUERTOS CARAYOL;LILIANA CARMEN;M;25;189;63;Grado en Ciencias de la Actividad Física y del Deporte;4
CF580760;EL HAMZAOUI ASTETE;MARISELA;M;20;190;57;Grado en Comunicación Audiovisual;2
R21230;ALCANTARILLA BRONTE;GEORGE VICTOR;H;39;176;73
IY094953;BAILA MOUSSA;EBA;M;22;194;103;Grado en Ingeniería Informática;2
IM183469;BROTO AKHTAR;RAFAL;H;24;144;72;Doble Grado en Turismo y ADE;3
YW103810;CRUELLS USTRELL;LUKA;H;22;178;78;Grado en Comunicación Audiovisual;4
GA789237;IBARGUEN SANCHEZ DE ROJAS;EDUARD GEORGE;H;20;162;45;Grado en Maestro/a en Educación Infantil;1
FU564966;MARAVILLA GOMEZ LOBO;CLARA ANGELA;M;24;160;59;Doble Grado en Farmacia y Nutrición Humana y Dietética;2
K52741;GONALONS FINCIAS;DAVID NORMAN;H;43;195;64
ZI773306;VALVIDARES UZQUIZA;PEDRO VICENTE;H;20;178;61;Grado en Relaciones Laborales y Recursos Humanos;3
B47194;PICANOL PERUJO;MARIA MARTA;M;43;185;101
Y24538;FIGUEIRIDO ETXEZARRAGA;MARIA FELICISIMA;M;54;199;64
WT799284;WEBBER DEBON;LIZARDO;H;21;168;101;Grado en Administración y Dirección de Empresas (ADE);4
B09886;KOITA POL;LUCIA TERESA;M;67;195;89
JX734942;SEGUES RYAN;DOLORES JULIA;M;21;175;55;Grado en Educación Social;3
FL681648;AMGHAR LLOVET;AGUSTIN ESTEBAN;H;24;156;101;Grado en Criminología;1
M20557;CARRALON GUNTINAS;KRZYSZTOF;H;56;199;97
AT883806;GREEN RODOREDA;FLORICA MARIANA;M;18;191;67;Grado en Ingeniería Telemática;4
LV558303;MONTOTO AZTIRIA;BIBIAN;O;18;144;97;Grado en Logopedia;3
IA582661;ORIZALES VILLAMOR;MARKO;H;22;196;56;Grado en Farmacia;2
SH216550;AGUILO ALMIRON;ROBERTH;H;21;143;83;Grado en Ciencias Políticas y de la Administración Pública;3
V81791;BOAR PENIDE;SOFIA EUGENIA;M;65;173;58
QX023941;SERRATS MARCIAL;ROBINA;M;20;162;97;Grado en Enfermería;1
OF624760;GABAS URRUELA;IRIS MAR;M;25;144;58;Grado en Óptica y Optometría;2
DI115847;DAVALOS GALBEN;FABIAN VICENTE;H;21;165;102;Grado en Estudios Hispánicos;1
OK305813;AGUDO BELANCHE;ANDRES MATIAS;H;21;163;103;Grado en Filosofía;1
B93043;KAUR PEYDRO;VIVIANA NOEMI;O;63;162;59
YN282709;MAYENCO PIERAS;DIANA MABEL;M;24;175;80;Doble Grado en Sociología y Ciencias Políticas y de la Administración Pública;1
XR746761;PANTOJO CAMBRAY;SALOMIA;M;23;147;92;Grado en Pedagogía;2
QV217084;MARTITEGUI BOHIGUES;WALTER RENE;H;24;158;90;Grado en Fisioterapia;3
RS539754;DE LA JARA BENSERYA;ILJA;H;20;183;93;Grado en Matemáticas;3
AB416651;GAVRILOAIE MORELL;LUCAS VICENTE;H;21;172;90;Grado en Turismo;4
VL923679;CIOCAN ESSABBAR;MIGUEL ARMANDO;H;20;179;71;Grado en Maestro/a en Educación Infantil;2
WW277824;BORNAS FORNAS;ADRIANA MARIA;M;20;176;81;Grado en Estudios Hispánicos;1
UX645496;PERUGACHI EL MOKADEM;BERTHA INES;M;23;156;83;Grado en Maestro/a en Educación Primaria;4
T68310;COT BEN MOHAMED;LORENZO ALBERTO;H;55;160;65
QA102768;CAMPOLLO TRENADO;ADRIANA ELENA;M;22;142;65;Grado en Traducción y Mediación Interlingüística: Francés;4
WG969744;OCHANDORENA RAMIRES;MARTIN JOSEPH;H;18;144;64;Grado en Ciencia y Tecnología de los Alimentos;4
XJ302497;ORDONO BROCAL;ABDENAJI;H;22;174;99;Grado en Comunicación Audiovisual;3
VF680018;MARTINEZ DE AGUIRRE BRITO;GREGORIO MARIA;H;25;161;104;Grado en Sociología;2
